Year,State,GOS_old,GOS,GOS_R,Non-Crisis Year,Concantenate,Merged,Income_inequality_merged,Income_inequality,GDP_merged,GDP,UR_merged,UR,Ugrowth,u growth dummy,X.change.in.real.GDP_merged,pcrgdp,ineq_merged,ineq,lrgdp,lii,GDP_Growth,_dummy,income_difference_in%_merged,inc_diff,perchg_inc_ineq,inc diff log
2008,New Hampshire,1,1,0,0,New Hampshire2008,New Hampshire2008,43750.25,43750.25,65854.125,65854.125,3.9,3.9,11.42857143,,-4.1,-4.1,2.231428571,2.231428571,11.09519735,0.802641995,1.154519109,,605.4263566,605.4263566,5.238996096,
2009,New Hampshire,1,1,0,1,New Hampshire2009,New Hampshire2009,45796,45796,65023.45,65023.45,6.2,6.2,58.97435897,,2.725,2.725,2.147058824,2.147058824,11.08250325,0.764098917,-4.176556257,,608.3333333,608.3333333,-3.780974578,
2010,New Hampshire,1,1,0,1,New Hampshire2010,New Hampshire2010,42903,42903,67125.75,67125.75,5.8,5.8,-6.451612903,,1.35,1.35,2.057971014,2.057971014,11.114323,0.721720553,2.597293278,,591.6666667,591.6666667,-4.149295259,
2011,New Hampshire,1,1,0,1,New Hampshire2011,New Hampshire2011,45710.75,45710.75,67559.15,67559.15,5.4,5.4,-6.896551724,,2.05,2.05,2.176470588,2.176470588,11.12075879,0.777704568,1.193905581,,616.6666667,616.6666667,5.758077893,
2012,New Hampshire,1,1,0,1,New Hampshire2012,New Hampshire2012,44207.5,44207.5,68498.1,68498.1,5.5,5.5,1.851851852,,1.85,1.85,2.085714286,2.085714286,11.13456129,0.73511138,1.934285637,,608.3333333,608.3333333,-4.169884146,
2013,New Hampshire,1,1,0,1,New Hampshire2013,New Hampshire2013,46600,46600,69080.275,69080.275,5.1,5.1,-7.272727273,,-0.525,-0.525,2.102857143,2.102857143,11.14302451,0.743296964,1.826585577,,613.3333333,613.3333333,0.821917801,
2014,New Hampshire,1,1,0,1,New Hampshire2014,New Hampshire2014,48737.5,48737.5,70213.7,70213.7,4.3,4.3,-15.68627451,,2.825,2.825,2.075842697,2.075842697,11.15929873,0.73036719,-0.564573756,,591.2,591.2,-1.284654361,
2015,New Hampshire,1,1,0,1,New Hampshire2015,New Hampshire2015,48265,48265,72042.425,72042.425,3.4,3.4,-20.93023256,,3.625,3.625,2.075675676,2.075675676,11.18501046,0.730286728,2.625488242,,581.8181818,581.8181818,-0.008045937,
2016,New Hampshire,1,1,0,1,New Hampshire2016,New Hampshire2016,49986,49986,73572.175,73572.175,2.9,2.9,-14.70588235,,0.85,0.85,1.989193839,1.989193839,11.20602218,0.687729451,3.467084737,,493.3333333,493.3333333,-4.166442667,
2017,New Hampshire,0,0,1,1,New Hampshire2017,New Hampshire2017,50079,50079,74107.325,74107.325,2.7,2.7,-6.896551724,,2.575,2.575,1.898734177,1.898734177,11.21326966,0.641187442,0.813785583,,500,500,-4.5475539,
2018,New Hampshire,0,0,1,1,New Hampshire2018,New Hampshire2018,52000,52000,75534.55,75534.55,2.5,2.5,-7.407407407,,2.25,2.25,1.984732824,1.984732824,11.23234545,0.685484308,2.525881211,,527.027027,527.027027,4.529262076,
2019,New Hampshire,0,0,1,1,New Hampshire2019,New Hampshire2019,52765.5,52765.5,77126.5,77126.5,2.6,2.6,4,,0.525,0.525,1.970673077,1.970673077,11.25320221,0.678375148,2.151371398,,525.5128205,525.5128205,-0.708394945,
2020,New Hampshire,0,0,1,0,New Hampshire2020,New Hampshire2020,56701.25,56701.25,75543.1,75543.1,6.7,6.7,157.6923077,,5.6,5.6,1.840277778,1.840277778,11.23245863,0.609916527,0.52927285,,512.9032258,512.9032258,-6.616789995,
2006,New Jersey,1,1,0,1,New Jersey2006,New Jersey2006,42968.5,42968.5,516681.375,516681.375,4.7,4.7,4.444444444,,-0.15,-0.15,2.585915493,2.585915493,13.15518167,0.950079601,2.18895967,,900,900,-11.25118892,
2007,New Jersey,1,1,0,1,New Jersey2007,New Jersey2007,48000,48000,520898.35,520898.35,4.3,4.3,-8.510638298,,5.325,5.325,2.559366755,2.559366755,13.1633102,0.939759867,-0.223851607,,881.8181818,881.8181818,-1.026666883,
2008,New Jersey,1,1,0,0,New Jersey2008,New Jersey2008,43968.5,43968.5,534501.4,534501.4,5.3,5.3,23.25581395,,-5.675,-5.675,2.5375,2.5375,13.18908963,0.931179344,5.291342842,,875,875,-0.854381458,
2009,New Jersey,1,1,0,1,New Jersey2009,New Jersey2009,47883.75,47883.75,506850.75,506850.75,9.1,9.1,71.69811321,,1.15,1.15,2.623298429,2.623298429,13.13597186,0.964432468,-5.795024448,,902.7927928,902.7927928,3.381218877,
2010,New Jersey,0,0,1,1,New Jersey2010,New Jersey2010,45755.75,45755.75,513917.95,513917.95,9.5,9.5,4.395604396,,-1.85,-1.85,2.718579235,2.718579235,13.1498189,1.000109404,1.091799199,,947.6190476,947.6190476,3.632099381,
2011,New Jersey,0,0,1,1,New Jersey2011,New Jersey2011,47072.5,47072.5,507604,507604,9.3,9.3,-2.105263158,,2.85,2.85,2.777777778,2.777777778,13.1374569,1.021651248,-1.923912699,,1000,1000,2.177554446,
2012,New Jersey,0,0,1,1,New Jersey2012,New Jersey2012,45000,45000,517195.85,517195.85,9.3,9.3,0,,1.825,1.825,2.702702703,2.702702703,13.1561769,0.994252273,2.826299897,,1000,1000,-2.7027027,
2013,New Jersey,0,0,1,1,New Jersey2013,New Jersey2013,48500,48500,523725.825,523725.825,8.2,8.2,-11.82795699,,-1.3,-1.3,2.763941527,2.763941527,13.16872359,1.01665775,1.661304735,,1010.891089,1010.891089,2.265836488,
2014,New Jersey,0,0,1,1,New Jersey2014,New Jersey2014,48000,48000,522166.475,522166.475,6.8,6.8,-17.07317073,,1.575,1.575,2.720789474,2.720789474,13.16574173,1.000922086,-1.342699394,,974.4580584,974.4580584,-1.561250576,
2015,New Jersey,0,0,1,1,New Jersey2015,New Jersey2015,50012.75,50012.75,529953.75,529953.75,5.8,5.8,-14.70588235,,1.45,1.45,2.725388601,2.725388601,13.18054502,1.002611024,1.53938575,,974.0740741,974.0740741,0.169036489,
2016,New Jersey,0,0,1,1,New Jersey2016,New Jersey2016,51649.75,51649.75,535055.275,535055.275,5,5,-13.79310345,,-0.425,-0.425,2.72,2.72,13.19012534,1.00063188,1.432798984,,971.4285714,971.4285714,-0.19771863,
2017,New Jersey,0,0,1,1,New Jersey2017,New Jersey2017,56542.25,56542.25,537045.075,537045.075,4.6,4.6,-8,,2.275,2.275,2.7,2.7,13.19383731,0.993251773,-0.411803566,,900,900,-0.735294118,
2018,New Jersey,1,1,0,1,New Jersey2018,New Jersey2018,52235.75,52235.75,550064.5,550064.5,4.1,4.1,-10.86956522,,2,2,2.685185185,2.685185185,13.21779082,0.987749696,2.269951656,,892.3076923,892.3076923,-0.548696852,
2019,New Jersey,1,1,0,1,New Jersey2019,New Jersey2019,56039,56039,561842.8,561842.8,3.4,3.4,-17.07317073,,1.1,1.1,2.532608696,2.532608696,13.23897737,0.929249877,2.007663932,,862.962963,862.962963,-5.682158901,
2020,New Jersey,1,1,0,0,New Jersey2020,New Jersey2020,63250,63250,535794.85,535794.85,9.8,9.8,188.2352941,,2.875,2.875,2.489361702,2.489361702,13.19150662,0.912026333,1.049873061,,835.7142857,835.7142857,-1.70760663,
2006,New Mexico,1,1,0,1,New Mexico2006,New Mexico2006,30000,30000,86058.425,86058.425,4.2,4.2,-17.64705882,,0.45,0.45,3.1428,3.1428,11.36278171,1.145114122,1.688678049,,1057.469717,1057.469717,8.67219917,
2007,New Mexico,1,1,0,1,New Mexico2007,New Mexico2007,32151.5,32151.5,86738.725,86738.725,3.8,3.8,-9.523809524,,-0.5,-0.5,2.888,2.888,11.37065572,1.060564221,0.44076217,,925.6410256,925.6410256,-8.107420135,
2008,New Mexico,1,1,0,0,New Mexico2008,New Mexico2008,34308.25,34308.25,86965.2,86965.2,4.5,4.5,18.42105263,,4,4,3.022222222,3.022222222,11.37326332,1.105992396,-0.564919977,,971.4285714,971.4285714,4.647583864,
2009,New Mexico,1,1,0,1,New Mexico2009,New Mexico2009,34769,34769,88069.95,88069.95,7.5,7.5,66.66666667,,-2.4,-2.4,3.018518519,3.018518519,11.38588666,1.104766154,3.851731045,,958.8235294,958.8235294,-0.122548996,
2010,New Mexico,1,1,0,1,New Mexico2010,New Mexico2010,34304,34304,87610.225,87610.225,8.1,8.1,8,,-0.425,-0.425,3.138888889,3.138888889,11.38065299,1.14386888,-2.429298058,,988.75,988.75,3.987730048,
2011,New Mexico,0,0,1,1,New Mexico2011,New Mexico2011,35024.5,35024.5,87592.925,87592.925,7.5,7.5,-7.407407407,,2.45,2.45,3.169230769,3.169230769,11.38045551,1.153488899,-0.733257348,,1084.210526,1084.210526,0.966643965,
2012,New Mexico,0,0,1,1,New Mexico2012,New Mexico2012,36243,36243,87925.225,87925.225,7.1,7.1,-5.333333333,,-1.5,-1.5,3.122137405,3.122137405,11.38424202,1.138517833,2.372245631,,997.5609756,997.5609756,-1.48595566,
2013,New Mexico,0,0,1,1,New Mexico2013,New Mexico2013,34970,34970,86856.6,86856.6,6.9,6.9,-2.816901408,,0.25,0.25,3.08984375,3.08984375,11.37201376,1.128120523,-1.604780922,,1001.265823,1001.265823,-1.034344451,
2014,New Mexico,0,0,1,1,New Mexico2014,New Mexico2014,35295.75,35295.75,88991.175,88991.175,6.7,6.7,-2.898550725,,3.85,3.85,3.068,3.068,11.39629249,1.121025884,0.243865931,,924.0963855,924.0963855,-0.706953224,
2015,New Mexico,0,0,1,1,New Mexico2015,New Mexico2015,36670,36670,89701.3,89701.3,6.5,6.5,-2.985074627,,-0.8,-0.8,3.122605364,3.122605364,11.40424054,1.138667706,3.792090307,,958.8235294,958.8235294,1.779835854,
2016,New Mexico,0,0,1,1,New Mexico2016,New Mexico2016,35018.5,35018.5,89151.35,89151.35,6.6,6.6,1.538461538,,-1.125,-1.125,2.714285714,2.714285714,11.39809077,0.99852883,-0.830084447,,844.4444444,844.4444444,-13.07624891,
2017,New Mexico,0,0,1,1,New Mexico2017,New Mexico2017,37212.75,37212.75,89032.025,89032.025,5.9,5.9,-10.60606061,,1.725,1.725,2.807142857,2.807142857,11.39675142,1.032167189,-1.162315794,,924.7058824,924.7058824,3.421052637,
2018,New Mexico,0,0,1,1,New Mexico2018,New Mexico2018,37964.25,37964.25,90999.425,90999.425,4.9,4.9,-16.94915254,,2.775,2.775,2.714285714,2.714285714,11.41860847,0.99852883,1.729202936,,844.4444444,844.4444444,-3.307888046,
2019,New Mexico,1,1,0,1,New Mexico2019,New Mexico2019,36254,36254,94872.25,94872.25,4.9,4.9,0,,4.6,4.6,2.713333333,2.713333333,11.46028653,0.998177891,2.762246377,,847.9166667,847.9166667,-0.035087721,
2020,New Mexico,1,1,0,0,New Mexico2020,New Mexico2020,40682,40682,92696.525,92696.525,8.4,8.4,71.42857143,,-0.675,-0.675,2.496774194,2.496774194,11.43708626,0.914999576,4.561463003,,806.25,806.25,-7.98129505,
2006,New York,0,0,1,1,New York2006,New York2006,36678,36678,1199276.9,1199276.9,4.5,4.5,-10,10,3.275,3.275,2.686666667,2.686666667,13.99722935,0.988301268,4.581830359,14.58183036,959.5238095,959.5238095,-4.606131161,2.982055756
2007,New York,1,1,0,1,New York2007,New York2007,37719,37719,1208564.65,1208564.65,4.6,4.6,2.222222222,22.22222222,-2.85,-2.85,2.716666667,2.716666667,14.00494397,0.999405639,3.098692806,13.09869281,958.8235294,958.8235294,1.11662531,2.981738683
2008,New York,1,1,0,0,New York2008,New York2008,39324,39324,1190080.85,1190080.85,5.4,5.4,17.39130435,37.39130435,-1.7,-1.7,2.616129032,2.616129032,13.9895318,0.961695757,-3.066532313,6.933467687,901.1111111,901.1111111,-3.70077184,2.954778345
2009,New York,1,1,0,1,New York2009,New York2009,38902,38902,1230672.3,1230672.3,8.3,8.3,53.7037037,73.7037037,8.15,8.15,2.686708861,2.686708861,14.02307116,0.988316973,-1.820147819,8.179852181,932.967033,932.967033,2.697872625,2.969866298
2010,New York,1,1,0,1,New York2010,New York2010,39500,39500,1277466.775,1277466.775,8.6,8.6,3.614457831,23.61445783,1.125,1.125,2.703333333,2.703333333,14.06038959,0.994485579,7.992546031,17.99254603,911.2359551,911.2359551,0.618767156,2.959630848
2011,New York,1,1,0,1,New York2011,New York2011,40518,40518,1279527.1,1279527.1,8.3,8.3,-3.488372093,16.51162791,1.375,1.375,2.713333333,2.713333333,14.06200111,0.998177891,0.934536249,10.93453625,946.5116279,946.5116279,0.369913687,2.976125954
2012,New York,1,1,0,1,New York2012,New York2012,40329,40329,1328233.5,1328233.5,8.5,8.5,2.409638554,22.40963855,1.025,1.025,2.634276423,2.634276423,14.09936042,0.968608542,1.269440566,11.26944057,900.0444444,900.0444444,-2.913645332,2.954263956
2013,New York,1,1,0,1,New York2013,New York2013,40615,40615,1329376.3,1329376.3,7.7,7.7,-9.411764706,10.58823529,1.7,1.7,2.792207792,2.792207792,14.10022044,1.026832606,0.82203731,10.82203731,955.5555556,955.5555556,5.99524665,2.980255942
2014,New York,1,1,0,1,New York2014,New York2014,43705,43705,1353410.4,1353410.4,6.3,6.3,-18.18181818,1.81818182,2.175,2.175,2.671875,2.671875,14.11813819,0.982780473,1.650210946,11.65021095,900,900,-4.309593016,2.954242509
2015,New York,1,1,0,1,New York2015,New York2015,43961.25,43961.25,1373642.975,1373642.975,5.3,5.3,-15.87301587,4.12698413,2.875,2.875,2.651651652,2.651651652,14.13297687,0.975182711,2.15390397,12.15390397,910.3092784,910.3092784,-0.756897235,2.959188969
2016,New York,1,1,0,1,New York2016,New York2016,47161.5,47161.5,1403230.525,1403230.525,4.9,4.9,-7.547169811,12.45283019,1.15,1.15,2.601156069,2.601156069,14.15428765,0.955955988,2.704275805,12.70427581,900,900,-1.904306811,2.954242509
2017,New York,1,1,0,1,New York2017,New York2017,46764.5,46764.5,1419583.575,1419583.575,4.7,4.7,-4.081632653,15.91836735,2.05,2.05,2.571428571,2.571428571,14.16587413,0.944461609,1.121485656,11.12148566,900,900,-1.142857145,2.954242509
2018,New York,1,1,0,1,New York2018,New York2018,49563.5,49563.5,1457995.75,1457995.75,4.1,4.1,-12.76595745,7.23404255,2.4,2.4,2.469168901,2.469168901,14.19257328,0.903881617,1.982884119,11.98288412,844.9541284,844.9541284,-3.976764945,2.926833132
2019,New York,1,1,0,1,New York2019,New York2019,52401,52401,1494736.45,1494736.45,3.8,3.8,-7.317073171,12.68292683,-0.05,-0.05,2.45,2.45,14.21746046,0.896088025,2.328497075,12.32849708,816.6666667,816.6666667,-0.776330084,2.91204483
2020,New York,1,1,0,0,New York2020,New York2020,54744.75,54744.75,1420141.025,1420141.025,10,10,163.1578947,183.1578947,1.75,1.75,2.4525,2.4525,14.16626674,0.897107912,-0.136433461,9.863566539,824.3697479,824.3697479,0.102040816,2.916122046
2006,North Carolina,1,1,0,1,North Carolina2006,North Carolina2006,31080,31080,434209.2,434209.2,4.7,4.7,-9.615384615,,2.025,2.025,2.65530303,2.65530303,12.98128172,0.976558784,6.405466274,,770.3296703,770.3296703,-4.91620451,
2007,North Carolina,1,1,0,1,North Carolina2007,North Carolina2007,29957.25,29957.25,438960.1,438960.1,4.7,4.7,0,,2.75,2.75,2.657142857,2.657142857,12.9921638,0.977251432,2.00829016,,775,775,0.069288777,
2008,North Carolina,1,1,0,0,North Carolina2008,North Carolina2008,32681,32681,450537.975,450537.975,6.1,6.1,29.78723404,,-6.075,-6.075,2.570945946,2.570945946,13.01819765,0.944273904,2.647958485,,761,761,-3.243969769,
2009,North Carolina,1,1,0,1,North Carolina2009,North Carolina2009,33000,33000,431955.275,431955.275,10.6,10.6,73.7704918,,2.65,2.65,2.676785714,2.676785714,12.97607733,0.984616714,-6.34021336,,788.9473684,788.9473684,4.116763644,
2010,North Carolina,1,1,0,1,North Carolina2010,North Carolina2010,34018,34018,437836.5,437836.5,10.9,10.9,2.830188679,,1.85,1.85,2.62962963,2.62962963,12.98960083,0.966843011,2.509633947,,788.8888889,788.8888889,-1.761668248,
2011,North Carolina,1,1,0,1,North Carolina2011,North Carolina2011,33233.5,33233.5,443288.7,443288.7,10.3,10.3,-5.504587156,,1.65,1.65,2.707407407,2.707407407,13.00197653,0.995991501,1.831495162,,821.3483146,821.3483146,2.957746449,
2012,North Carolina,1,1,0,1,North Carolina2012,North Carolina2012,35883,35883,445095.325,445095.325,9.3,9.3,-9.708737864,,-0.2,-0.2,2.568345324,2.568345324,13.00604375,0.943261849,1.561250603,,793.3333333,793.3333333,-5.136356008,
2013,North Carolina,0,0,1,1,North Carolina2013,North Carolina2013,33097.25,33097.25,452056.2,452056.2,8,8,-13.97849462,,2.725,2.725,2.642857143,2.642857143,13.02156179,0.971860583,-0.270114096,,822.2222222,822.2222222,2.901160459,
2014,North Carolina,0,0,1,1,North Carolina2014,North Carolina2014,34788.25,34788.25,462253.075,462253.075,6.3,6.3,-21.25,,2.8,2.8,2.6,2.6,13.0438678,0.955511445,2.707294935,,758.3333333,758.3333333,-1.621621627,
2015,North Carolina,0,0,1,1,North Carolina2015,North Carolina2015,38550.25,38550.25,475096.575,475096.575,5.7,5.7,-9.523809524,,1.65,1.65,2.517006803,2.517006803,13.07127338,0.923070419,2.760965103,,740,740,-3.192046038,
2016,North Carolina,0,0,1,1,North Carolina2016,North Carolina2016,39377,39377,482968.9,482968.9,5.1,5.1,-10.52631579,,2.8,2.8,2.5,2.5,13.08770754,0.916290732,1.642409288,,750,750,-0.675675687,
2017,North Carolina,1,1,0,1,North Carolina2017,North Carolina2017,41346.75,41346.75,496726.475,496726.475,4.5,4.5,-11.76470588,,1.525,1.525,2.503267974,2.503267974,13.1157948,0.917597068,2.762326331,,722.6415094,722.6415094,0.13071896,
2018,North Carolina,1,1,0,1,North Carolina2018,North Carolina2018,42329,42329,504049.525,504049.525,3.9,3.9,-13.33333333,,1.825,1.825,2.46875,2.46875,13.13042981,0.90371195,1.510024228,,718.1818182,718.1818182,-1.378916455,
2019,North Carolina,1,1,0,1,North Carolina2019,North Carolina2019,40748,40748,514624.9,514624.9,3.8,3.8,-2.564102564,,0.65,0.65,2.297058824,2.297058824,13.15119356,0.831629532,1.793412692,,656.302521,656.302521,-6.954579281,
2020,North Carolina,1,1,0,0,North Carolina2020,North Carolina2020,45629,45629,499517.525,499517.525,7.3,7.3,92.10526316,,4.975,4.975,2.4,2.4,13.12139796,0.875468737,0.61006613,,700,700,4.481434037,
2006,North Dakota,0,0,1,1,North Dakota2006,North Dakota2006,29500.5,29500.5,30590.125,30590.125,3.2,3.2,-5.882352941,,4.425,4.425,1.969407266,1.969407266,10.32843252,0.677732617,2.705276415,,515,515,3.653014,
2007,North Dakota,0,0,1,1,North Dakota2007,North Dakota2007,30997.5,30997.5,32022.25,32022.25,3.1,3.1,-3.125,,7.65,7.65,1.960357143,1.960357143,10.37418625,0.673126672,4.350484698,,542.9277943,542.9277943,-0.459535372,
2008,North Dakota,0,0,1,0,North Dakota2008,North Dakota2008,32078.5,32078.5,34256.45,34256.45,3.2,3.2,3.225806452,,3.625,3.625,1.866438356,1.866438356,10.44163015,0.624031992,7.58566879,,473.9130435,473.9130435,-4.790901869,
2009,North Dakota,0,0,1,1,North Dakota2009,North Dakota2009,34336.25,34336.25,35244.4,35244.4,4.1,4.1,28.125,,4.1,4.1,2.1,2.1,10.47006193,0.741937345,3.580615655,,525,525,12.51376148,
2010,North Dakota,0,0,1,1,North Dakota2010,North Dakota2010,35000,35000,37917.2,37917.2,3.8,3.8,-7.317073171,,9.3,9.3,1.966666667,1.966666667,10.54316011,0.676340062,3.989254533,,491.6666667,491.6666667,-6.349206333,
2011,North Dakota,0,0,1,1,North Dakota2011,North Dakota2011,37335,37335,42340.775,42340.775,3.5,3.5,-7.894736842,,23.35,23.35,2.125,2.125,10.65350585,0.753771802,9.268867795,,566.6666667,566.6666667,8.050847439,
2012,North Dakota,0,0,1,1,North Dakota2012,North Dakota2012,38206.75,38206.75,51832.55,51832.55,3.1,3.1,-11.42857143,,6.4,6.4,2.174571429,2.174571429,10.85577361,0.776831601,23.00924796,,608.88,608.88,2.332773129,
2013,North Dakota,0,0,1,1,North Dakota2013,North Dakota2013,39372.5,39372.5,52892.375,52892.375,2.9,2.9,-6.451612903,,7.325,7.325,2.11299435,2.11299435,10.87601447,0.748106065,5.416634293,,575.3846154,575.3846154,-2.831688036,
2014,North Dakota,0,0,1,1,North Dakota2014,North Dakota2014,38186,38186,57790.025,57790.025,2.7,2.7,-6.896551724,,6.025,6.025,2.352777778,2.352777778,10.96457146,0.855596663,7.277851266,,636.8421053,636.8421053,11.34803924,
2015,North Dakota,0,0,1,1,North Dakota2015,North Dakota2015,43479,43479,56542.45,56542.45,2.8,2.8,3.703703704,,-7.275,-7.275,2.15,2.15,10.94274696,0.765467842,5.585055894,,614.2857143,614.2857143,-8.618654082,
2016,North Dakota,0,0,1,1,North Dakota2016,North Dakota2016,43001,43001,52974.575,52974.575,3.1,3.1,10.71428571,,-1.45,-1.45,2.1225,2.1225,10.87756736,0.752594639,-7.419108481,,562.2516556,562.2516556,-1.279069767,
2017,North Dakota,0,0,1,1,North Dakota2017,North Dakota2017,44203,44203,54083.125,54083.125,2.7,2.7,-12.90322581,,4.45,4.45,2.125,2.125,10.89827749,0.753771802,-1.650929873,,566.6666667,566.6666667,0.11778563,
2018,North Dakota,0,0,1,1,North Dakota2018,North Dakota2018,44182.25,44182.25,55883.975,55883.975,2.6,2.6,-3.703703704,,0.125,0.125,2.238095238,2.238095238,10.93103295,0.805625164,4.33370507,,583.8509317,583.8509317,5.322128847,
2019,North Dakota,0,0,1,1,North Dakota2019,North Dakota2019,47182,47182,56246.975,56246.975,2.1,2.1,-19.23076923,,3.075,3.075,2.23255814,2.23255814,10.93750754,0.803148076,0.059302466,,600,600,-0.247402251,
2020,North Dakota,0,0,1,0,North Dakota2020,North Dakota2020,49352,49352,54581.075,54581.075,5.1,5.1,142.8571429,,-1.6,-1.6,2.225287356,2.225287356,10.90744249,0.799886056,3.064066351,,576.1904762,576.1904762,-0.325670533,
2006,Ohio,0,0,1,1,Ohio2006,Ohio2006,33010,33010,545504.175,545504.175,5.4,5.4,-8.474576271,,0.125,0.125,2.385714286,2.385714286,13.20946574,0.86949857,0.923853328,,726.0869565,726.0869565,2.550106617,
2007,Ohio,1,1,0,1,Ohio2007,Ohio2007,33796.5,33796.5,546729.325,546729.325,5.6,5.6,3.703703704,,-0.025,-0.025,2.335616438,2.335616438,13.21170912,0.848275855,0.082161998,,695.9183673,695.9183673,-2.099909796,
2008,Ohio,1,1,0,0,Ohio2008,Ohio2008,34925.25,34925.25,537124.1,537124.1,6.4,6.4,14.28571429,,-5.5,-5.5,2.326666667,2.326666667,13.19398445,0.844436628,-0.015741652,,698,698,-0.383186676,
2009,Ohio,1,1,0,1,Ohio2009,Ohio2009,33900,33900,511076.45,511076.45,10.3,10.3,60.9375,,0.05,0.05,2.340277778,2.340277778,13.14427447,0.850269631,-5.72343091,,717.0212766,717.0212766,0.585004771,
2010,Ohio,1,1,0,1,Ohio2010,Ohio2010,34843,34843,523979.35,523979.35,10.3,10.3,0,,3.65,3.65,2.428571429,2.428571429,13.16920755,0.887303195,-0.007146021,,739.1304348,739.1304348,3.772785087,
2011,Ohio,0,0,1,1,Ohio2011,Ohio2011,34859,34859,541180.175,541180.175,8.8,8.8,-14.5631068,,2.15,2.15,2.463928571,2.463928571,13.20150754,0.901757056,3.654479953,,765.7047725,765.7047725,1.455882317,
2012,Ohio,0,0,1,1,Ohio2012,Ohio2012,34227,34227,545740.15,545740.15,7.4,7.4,-15.90909091,,1.475,1.475,2.35862069,2.35862069,13.20989823,0.858076995,2.073429804,,712.5,712.5,-4.273982705,
2013,Ohio,0,0,1,1,Ohio2013,Ohio2013,34767.5,34767.5,556210.5,556210.5,7.5,7.5,1.351351351,,1.925,1.925,2.333333333,2.333333333,13.2289021,0.84729786,1.412667626,,700,700,-1.072124785,
2014,Ohio,0,0,1,1,Ohio2014,Ohio2014,36853,36853,574177.925,574177.925,5.8,5.8,-22.66666667,,2.575,2.575,2.333333333,2.333333333,13.2606946,0.84729786,1.910656834,,700,700,0,
2015,Ohio,0,0,1,1,Ohio2015,Ohio2015,37739,37739,578852.375,578852.375,4.9,4.9,-15.51724138,,0.3,0.3,2.296774194,2.296774194,13.26880276,0.831505614,2.514254356,,659.2592593,659.2592593,-1.566820243,
2016,Ohio,0,0,1,1,Ohio2016,Ohio2016,39989.5,39989.5,583946.375,583946.375,5,5,2.040816327,,1.725,1.725,2.28125,2.28125,13.27756443,0.824723538,0.276319377,,663.6363636,663.6363636,-0.675912941,
2017,Ohio,0,0,1,1,Ohio2017,Ohio2017,43878,43878,590738.825,590738.825,5,5,0,,0.85,0.85,2.224242424,2.224242424,13.28912928,0.799416374,1.711690015,,632.7586207,632.7586207,-2.498962236,
2018,Ohio,0,0,1,1,Ohio2018,Ohio2018,45928.5,45928.5,598917.1,598917.1,4.6,4.6,-8,,2.05,2.05,2.2,2.2,13.30287847,0.78845736,0.866759193,,641.6666667,641.6666667,-1.089918245,
2019,Ohio,0,0,1,1,Ohio2019,Ohio2019,46201,46201,611145.8,611145.8,4.2,4.2,-8.695652174,,0.3,0.3,2.2,2.2,13.32309083,0.78845736,2.048090029,,623.6220472,623.6220472,0,
2020,Ohio,0,0,1,0,Ohio2020,Ohio2020,50150.5,50150.5,589897.7,589897.7,8.1,8.1,92.85714286,,3.75,3.75,2.221621622,2.221621622,13.28770441,0.79823739,0.256700305,,642.1875,642.1875,0.982801,
2006,Oklahoma,1,1,0,1,Oklahoma2006,Oklahoma2006,29343,29343,152857.7,152857.7,4,4,-11.11111111,,-3.05,-3.05,2.632,2.632,11.9372627,0.967744013,10.39618788,,802.4390244,802.4390244,6.85287431,
2007,Oklahoma,1,1,0,1,Oklahoma2007,Oklahoma2007,30096,30096,156219.525,156219.525,4.1,4.1,2.5,,3.65,3.65,2.696969697,2.696969697,11.95901751,0.992128808,-3.363823278,,809.0909091,809.0909091,2.468453533,
2008,Oklahoma,1,1,0,0,Oklahoma2008,Oklahoma2008,33980,33980,162387,162387,3.7,3.7,-9.756097561,,3.35,3.35,2.666666667,2.666666667,11.99773765,0.980829253,3.601400272,,800,800,-1.123595494,
2009,Oklahoma,1,1,0,1,Oklahoma2009,Oklahoma2009,32791.5,32791.5,160091.625,160091.625,6.4,6.4,72.97297297,,-3.4,-3.4,2.705925926,2.705925926,11.98350159,0.995444155,2.964527251,,794.1304348,794.1304348,1.472222212,
2010,Oklahoma,1,1,0,1,Oklahoma2010,Oklahoma2010,32288.75,32288.75,160564.175,160564.175,6.8,6.8,6.25,,2.1,2.1,2.669172932,2.669172932,11.98644899,0.981768661,-3.494162694,,788.8888889,788.8888889,-1.35824095,
2011,Oklahoma,0,0,1,1,Oklahoma2011,Oklahoma2011,33528,33528,166327.2,166327.2,5.9,5.9,-13.23529412,,8.45,8.45,2.748148148,2.748148148,12.02171221,1.010927284,1.97362482,,852.8735632,852.8735632,2.958789783,
2012,Oklahoma,0,0,1,1,Oklahoma2012,Oklahoma2012,34116.5,34116.5,174874.4,174874.4,5.2,5.2,-11.86440678,,1.925,1.925,2.692857143,2.692857143,12.07182328,0.990602765,8.419496035,,785.4166667,785.4166667,-2.01193684,
2013,Oklahoma,0,0,1,1,Oklahoma2013,Oklahoma2013,35991,35991,177698.875,177698.875,5.3,5.3,1.923076923,,2.7,2.7,2.775517241,2.775517241,12.08784568,1.020837123,1.900303089,,846.3722397,846.3722397,3.069605761,
